EpiRR Ordering,EpiRR,Biospecimen Disease,Broad Biospecimen Label,Broad Colour,Intermediate Biospecimen Label,Intermediate Colour,Curated Biospecimen Label
1649,IHECRE00002342.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1650,IHECRE00002358.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1651,IHECRE00002376.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1652,IHECRE00002388.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1653,IHECRE00002413.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1654,IHECRE00002426.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1655,IHECRE00002457.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1656,IHECRE00002458.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1657,IHECRE00002518.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1658,IHECRE00002572.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1659,IHECRE00002585.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1660,IHECRE00002595.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1661,IHECRE00002634.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1662,IHECRE00002655.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1663,IHECRE00002674.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1664,IHECRE00002706.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1665,IHECRE00002711.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1666,IHECRE00002202.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1667,IHECRE00002219.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1668,IHECRE00002278.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1669,IHECRE00002283.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1670,IHECRE00002339.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1671,IHECRE00002364.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1672,IHECRE00002409.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1673,IHECRE00002448.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1674,IHECRE00002450.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1675,IHECRE00002483.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1676,IHECRE00002490.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1677,IHECRE00002539.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1678,IHECRE00002540.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1679,IHECRE00002542.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1680,IHECRE00002547.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1681,IHECRE00002558.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1682,IHECRE00002575.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1683,IHECRE00002582.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1684,IHECRE00002622.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1685,IHECRE00002632.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1686,IHECRE00002633.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1687,IHECRE00002645.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1688,IHECRE00002647.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1689,IHECRE00002649.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1690,IHECRE00002664.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1691,IHECRE00002691.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1692,IHECRE00002217.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1693,IHECRE00002316.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1694,IHECRE00002477.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1695,IHECRE00002526.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1696,IHECRE00002549.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1697,IHECRE00002581.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1698,IHECRE00002302.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1699,IHECRE00002417.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1700,IHECRE00002666.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1701,IHECRE00000641.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1702,IHECRE00000650.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1703,IHECRE00000683.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1704,IHECRE00000689.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1705,IHECRE00000696.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1706,IHECRE00000724.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1707,IHECRE00000747.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1708,IHECRE00000752.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1709,IHECRE00000756.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1710,IHECRE00000788.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1711,IHECRE00000789.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1712,IHECRE00000811.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1713,IHECRE00000813.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1714,IHECRE00000817.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1715,IHECRE00000826.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1716,IHECRE00000828.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1717,IHECRE00000851.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1718,IHECRE00000856.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1719,IHECRE00000858.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1720,IHECRE00000866.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1721,IHECRE00000869.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1722,IHECRE00000878.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1723,IHECRE00000887.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1724,IHECRE00000898.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1725,IHECRE00000905.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1726,IHECRE00000912.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1727,IHECRE00000918.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1728,IHECRE00000920.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1729,IHECRE00001252.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1730,IHECRE00001263.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1731,IHECRE00001314.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1732,IHECRE00001338.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1733,IHECRE00001377.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1734,IHECRE00001427.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1735,IHECRE00001435.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1736,IHECRE00001461.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1737,IHECRE00001493.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1738,IHECRE00001528.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1739,IHECRE00001551.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1740,IHECRE00001857.6,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1741,IHECRE00000048.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1742,IHECRE00000081.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1743,IHECRE00000135.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1744,IHECRE00002676.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1745,IHECRE00001369.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1746,IHECRE00002341.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1747,IHECRE00002430.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1748,IHECRE00002451.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1749,IHECRE00002195.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1750,IHECRE00002229.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1751,IHECRE00002383.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1752,IHECRE00002528.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1753,IHECRE00002179.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1754,IHECRE00002212.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1755,IHECRE00002250.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1756,IHECRE00002257.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1757,IHECRE00002266.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1758,IHECRE00002360.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1759,IHECRE00002375.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1760,IHECRE00002588.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1761,IHECRE00002715.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1762,IHECRE00001268.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1763,IHECRE00001277.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1764,IHECRE00001323.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1765,IHECRE00001424.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1766,IHECRE00001444.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1767,IHECRE00001522.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1768,IHECRE00002184.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1769,IHECRE00002244.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1770,IHECRE00002247.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1771,IHECRE00002321.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1772,IHECRE00002348.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1773,IHECRE00002393.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1774,IHECRE00002592.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1775,IHECRE00002628.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1776,IHECRE00002656.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1777,IHECRE00002728.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1778,IHECRE00000050.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1779,IHECRE00000157.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1780,IHECRE00000166.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1781,IHECRE00002165.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1782,IHECRE00002206.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1783,IHECRE00002208.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1784,IHECRE00002214.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1785,IHECRE00002233.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1786,IHECRE00002262.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1787,IHECRE00002268.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1788,IHECRE00002301.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1789,IHECRE00002312.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1790,IHECRE00002335.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1791,IHECRE00002340.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1792,IHECRE00002367.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1793,IHECRE00002389.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1794,IHECRE00002406.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1795,IHECRE00002496.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1796,IHECRE00002500.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1797,IHECRE00002598.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1798,IHECRE00002668.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1799,IHECRE00002720.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1800,IHECRE00002255.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1801,IHECRE00002256.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1802,IHECRE00002275.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1803,IHECRE00002282.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1804,IHECRE00002296.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1805,IHECRE00002332.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1806,IHECRE00002416.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1807,IHECRE00002419.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1808,IHECRE00002467.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1809,IHECRE00002494.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1810,IHECRE00002505.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1811,IHECRE00002512.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1812,IHECRE00002557.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1813,IHECRE00002563.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1814,IHECRE00002584.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1815,IHECRE00002624.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1816,IHECRE00002652.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1817,IHECRE00002694.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1818,IHECRE00002699.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1819,IHECRE00000027.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1820,IHECRE00000185.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1821,IHECRE00001498.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1822,IHECRE00002172.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1823,IHECRE00002252.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1824,IHECRE00002288.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1825,IHECRE00002329.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1826,IHECRE00002396.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1827,IHECRE00002401.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1828,IHECRE00002444.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1829,IHECRE00002478.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1830,IHECRE00002493.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1831,IHECRE00002504.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1832,IHECRE00002534.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1833,IHECRE00002536.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1834,IHECRE00002541.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1835,IHECRE00002545.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1836,IHECRE00002552.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1837,IHECRE00002600.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1838,IHECRE00002669.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1839,IHECRE00002717.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1840,IHECRE00002160.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1841,IHECRE00002330.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1842,IHECRE00002370.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1843,IHECRE00002436.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1844,IHECRE00002597.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1845,IHECRE00002659.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1846,IHECRE00002681.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1847,IHECRE00000090.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1848,IHECRE00000670.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1849,IHECRE00000706.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1850,IHECRE00000718.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1851,IHECRE00000727.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1852,IHECRE00000737.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1853,IHECRE00000741.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1854,IHECRE00000749.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1855,IHECRE00000772.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1856,IHECRE00000774.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1857,IHECRE00000783.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1858,IHECRE00000790.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1859,IHECRE00000794.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1860,IHECRE00000831.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1861,IHECRE00000837.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1862,IHECRE00000923.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1863,IHECRE00000935.6,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1864,IHECRE00001483.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1865,IHECRE00001905.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1866,IHECRE00001908.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1867,IHECRE00002043.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1868,IHECRE00002792.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1869,IHECRE00002793.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1870,IHECRE00002794.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1871,IHECRE00003848.5,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1872,IHECRE00001250.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1873,IHECRE00001286.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1874,IHECRE00001332.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1875,IHECRE00001372.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1876,IHECRE00001502.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1877,IHECRE00001538.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1878,IHECRE00003806.1,Disease,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1879,IHECRE00000013.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1880,IHECRE00000055.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1881,IHECRE00000121.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1882,IHECRE00001289.1,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1883,IHECRE00000071.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1884,IHECRE00000044.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1885,IHECRE00000085.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1886,IHECRE00000162.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1887,IHECRE00000043.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1888,IHECRE00000084.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1889,IHECRE00000064.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1890,IHECRE00000072.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1891,IHECRE00000122.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1892,IHECRE00000161.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1893,IHECRE00000177.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1894,IHECRE00000314.2,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1895,IHECRE00000337.2,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1896,IHECRE00000019.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1897,IHECRE00000060.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1898,IHECRE00000151.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1899,IHECRE00000195.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1900,IHECRE00000269.2,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1901,IHECRE00001384.1,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1902,IHECRE00000008.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1903,IHECRE00000059.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1904,IHECRE00000113.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1905,IHECRE00000015.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1906,IHECRE00000063.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1907,IHECRE00000077.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1908,IHECRE00000107.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1909,IHECRE00000136.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1910,IHECRE00000137.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1911,IHECRE00000174.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1912,IHECRE00000318.2,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1913,IHECRE00001391.1,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1914,IHECRE00000117.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1915,IHECRE00000129.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1916,IHECRE00000190.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1917,IHECRE00001293.1,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1918,IHECRE00001398.1,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1919,IHECRE00000039.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1920,IHECRE00000016.3,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1921,IHECRE00001903.1,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
