EpiRR	EpiRR_status	project	metadata	value
IHECRE00000828.1	Complete	CEEHRC	biomaterial_type	primary cells
IHECRE00000828.1	Complete	CEEHRC	tissue_type	venous blood
IHECRE00000828.1	Complete	CEEHRC	donor_id	McGill0002
IHECRE00000828.1	Complete	CEEHRC	taxon_id	9606
IHECRE00000828.1	Complete	CEEHRC	species	Homo sapiens
IHECRE00000828.1	Complete	CEEHRC	disease	Healthy
IHECRE00000828.1	Complete	CEEHRC	donor id	McGill0002
IHECRE00000828.1	Complete	CEEHRC	phenotype	Healthy
IHECRE00000828.1	Complete	CEEHRC	cell_type	Monocyte
IHECRE00000828.1	Complete	CEEHRC	gender	female
IHECRE00000778.3	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000778.3	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000778.3	Partial	CEEHRC	donor_id	McGill0002
IHECRE00000778.3	Partial	CEEHRC	taxon_id	9606
IHECRE00000778.3	Partial	CEEHRC	species	Homo sapiens
IHECRE00000778.3	Partial	CEEHRC	disease	Healthy
IHECRE00000778.3	Partial	CEEHRC	donor id	McGill0002
IHECRE00000778.3	Partial	CEEHRC	phenotype	Healthy
IHECRE00000778.3	Partial	CEEHRC	cell_type	B cell
IHECRE00000778.3	Partial	CEEHRC	gender	female
IHECRE00000779.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000779.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000779.1	Partial	CEEHRC	donor_id	McGill0340
IHECRE00000779.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000779.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000779.1	Partial	CEEHRC	disease	Rheumatoid Arthritis
IHECRE00000779.1	Partial	CEEHRC	donor id	McGill0340
IHECRE00000779.1	Partial	CEEHRC	phenotype	Rheumatoid Arthritis
IHECRE00000779.1	Partial	CEEHRC	cell_type	Monocyte
IHECRE00000779.1	Partial	CEEHRC	gender	
IHECRE00000780.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000780.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000780.1	Partial	CEEHRC	donor_id	McGill0296
IHECRE00000780.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000780.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000780.1	Partial	CEEHRC	disease	Healthy
IHECRE00000780.1	Partial	CEEHRC	donor id	McGill0296
IHECRE00000780.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000780.1	Partial	CEEHRC	cell_type	CD4-positive, alpha-beta T cell
IHECRE00000780.1	Partial	CEEHRC	gender	female
IHECRE00000781.1	Partial	CEEHRC	biomaterial_type	primary tissue
IHECRE00000781.1	Partial	CEEHRC	tissue_type	skeletal muscle tissue
IHECRE00000781.1	Partial	CEEHRC	donor_id	McGill0018
IHECRE00000781.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000781.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000781.1	Partial	CEEHRC	disease	Unknown
IHECRE00000781.1	Partial	CEEHRC	donor id	McGill0018
IHECRE00000781.1	Partial	CEEHRC	phenotype	Unknown
IHECRE00000781.1	Partial	CEEHRC	cell_type	
IHECRE00000781.1	Partial	CEEHRC	gender	
IHECRE00000782.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000782.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000782.1	Partial	CEEHRC	donor_id	McGill0089
IHECRE00000782.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000782.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000782.1	Partial	CEEHRC	disease	Healthy
IHECRE00000782.1	Partial	CEEHRC	donor id	McGill0089
IHECRE00000782.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000782.1	Partial	CEEHRC	cell_type	T cell
IHECRE00000782.1	Partial	CEEHRC	gender	
IHECRE00000783.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000783.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000783.1	Partial	CEEHRC	donor_id	McGill0127
IHECRE00000783.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000783.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000783.1	Partial	CEEHRC	disease	Healthy
IHECRE00000783.1	Partial	CEEHRC	donor id	McGill0127
IHECRE00000783.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000783.1	Partial	CEEHRC	cell_type	Monocyte
IHECRE00000783.1	Partial	CEEHRC	gender	male
IHECRE00000785.3	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000785.3	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000785.3	Partial	CEEHRC	donor_id	McGill0127
IHECRE00000785.3	Partial	CEEHRC	taxon_id	9606
IHECRE00000785.3	Partial	CEEHRC	species	Homo sapiens
IHECRE00000785.3	Partial	CEEHRC	disease	Healthy
IHECRE00000785.3	Partial	CEEHRC	donor id	McGill0127
IHECRE00000785.3	Partial	CEEHRC	phenotype	Healthy
IHECRE00000785.3	Partial	CEEHRC	cell_type	B cell
IHECRE00000785.3	Partial	CEEHRC	gender	male
IHECRE00000786.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000786.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000786.1	Partial	CEEHRC	donor_id	McGill0127
IHECRE00000786.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000786.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000786.1	Partial	CEEHRC	disease	Healthy
IHECRE00000786.1	Partial	CEEHRC	donor id	McGill0127
IHECRE00000786.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000786.1	Partial	CEEHRC	cell_type	B cell
IHECRE00000786.1	Partial	CEEHRC	gender	male
IHECRE00000787.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000787.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000787.1	Partial	CEEHRC	donor_id	McGill0187
IHECRE00000787.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000787.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000787.1	Partial	CEEHRC	disease	Scleroderma
IHECRE00000787.1	Partial	CEEHRC	donor id	McGill0187
IHECRE00000787.1	Partial	CEEHRC	phenotype	Scleroderma
IHECRE00000787.1	Partial	CEEHRC	cell_type	B cell
IHECRE00000787.1	Partial	CEEHRC	gender	
IHECRE00000788.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000788.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000788.1	Partial	CEEHRC	donor_id	McGill0029
IHECRE00000788.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000788.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000788.1	Partial	CEEHRC	disease	Healthy
IHECRE00000788.1	Partial	CEEHRC	donor id	McGill0029
IHECRE00000788.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000788.1	Partial	CEEHRC	cell_type	Monocyte
IHECRE00000788.1	Partial	CEEHRC	gender	female
IHECRE00000789.3	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000789.3	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000789.3	Partial	CEEHRC	donor_id	McGill0024
IHECRE00000789.3	Partial	CEEHRC	taxon_id	9606
IHECRE00000789.3	Partial	CEEHRC	species	Homo sapiens
IHECRE00000789.3	Partial	CEEHRC	disease	Healthy
IHECRE00000789.3	Partial	CEEHRC	donor id	McGill0024
IHECRE00000789.3	Partial	CEEHRC	phenotype	Healthy
IHECRE00000789.3	Partial	CEEHRC	cell_type	Monocyte
IHECRE00000789.3	Partial	CEEHRC	gender	female
IHECRE00000790.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000790.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000790.1	Partial	CEEHRC	donor_id	McGill0108
IHECRE00000790.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000790.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000790.1	Partial	CEEHRC	disease	Healthy
IHECRE00000790.1	Partial	CEEHRC	donor id	McGill0108
IHECRE00000790.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000790.1	Partial	CEEHRC	cell_type	Monocyte
IHECRE00000790.1	Partial	CEEHRC	gender	male
IHECRE00000791.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000791.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000791.1	Partial	CEEHRC	donor_id	McGill0236
IHECRE00000791.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000791.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000791.1	Partial	CEEHRC	disease	Healthy
IHECRE00000791.1	Partial	CEEHRC	donor id	McGill0236
IHECRE00000791.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000791.1	Partial	CEEHRC	cell_type	CD4-positive, alpha-beta T cell
IHECRE00000791.1	Partial	CEEHRC	gender	male
IHECRE00000792.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000792.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000792.1	Partial	CEEHRC	donor_id	McGill0231
IHECRE00000792.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000792.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000792.1	Partial	CEEHRC	disease	Healthy
IHECRE00000792.1	Partial	CEEHRC	donor id	McGill0231
IHECRE00000792.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000792.1	Partial	CEEHRC	cell_type	CD4-positive, alpha-beta T cell
IHECRE00000792.1	Partial	CEEHRC	gender	female
IHECRE00000793.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000793.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000793.1	Partial	CEEHRC	donor_id	McGill0201
IHECRE00000793.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000793.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000793.1	Partial	CEEHRC	disease	Systemic Lupus Erythematosus
IHECRE00000793.1	Partial	CEEHRC	donor id	McGill0201
IHECRE00000793.1	Partial	CEEHRC	phenotype	Systemic Lupus Erythematosus
IHECRE00000793.1	Partial	CEEHRC	cell_type	CD4-positive helper T cell
IHECRE00000793.1	Partial	CEEHRC	gender	
IHECRE00000794.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000794.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000794.1	Partial	CEEHRC	donor_id	McGill0103
IHECRE00000794.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000794.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000794.1	Partial	CEEHRC	disease	Healthy
IHECRE00000794.1	Partial	CEEHRC	donor id	McGill0103
IHECRE00000794.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000794.1	Partial	CEEHRC	cell_type	Monocyte
IHECRE00000794.1	Partial	CEEHRC	gender	male
IHECRE00000795.3	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000795.3	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000795.3	Partial	CEEHRC	donor_id	McGill0103
IHECRE00000795.3	Partial	CEEHRC	taxon_id	9606
IHECRE00000795.3	Partial	CEEHRC	species	Homo sapiens
IHECRE00000795.3	Partial	CEEHRC	disease	Healthy
IHECRE00000795.3	Partial	CEEHRC	donor id	McGill0103
IHECRE00000795.3	Partial	CEEHRC	phenotype	Healthy
IHECRE00000795.3	Partial	CEEHRC	cell_type	T cell
IHECRE00000795.3	Partial	CEEHRC	gender	male
IHECRE00000796.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000796.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000796.1	Partial	CEEHRC	donor_id	McGill0217
IHECRE00000796.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000796.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000796.1	Partial	CEEHRC	disease	Myositis
IHECRE00000796.1	Partial	CEEHRC	donor id	McGill0217
IHECRE00000796.1	Partial	CEEHRC	phenotype	Myositis
IHECRE00000796.1	Partial	CEEHRC	cell_type	CD4-positive helper T cell
IHECRE00000796.1	Partial	CEEHRC	gender	
IHECRE00000797.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000797.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000797.1	Partial	CEEHRC	donor_id	McGill0340
IHECRE00000797.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000797.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000797.1	Partial	CEEHRC	disease	Rheumatoid Arthritis
IHECRE00000797.1	Partial	CEEHRC	donor id	McGill0340
IHECRE00000797.1	Partial	CEEHRC	phenotype	Rheumatoid Arthritis
IHECRE00000797.1	Partial	CEEHRC	cell_type	CD4-positive helper T cell
IHECRE00000797.1	Partial	CEEHRC	gender	
IHECRE00000798.1	Partial	CEEHRC	biomaterial_type	primary tissue
IHECRE00000798.1	Partial	CEEHRC	tissue_type	skeletal muscle tissue
IHECRE00000798.1	Partial	CEEHRC	donor_id	McGill0035
IHECRE00000798.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000798.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000798.1	Partial	CEEHRC	disease	Unknown
IHECRE00000798.1	Partial	CEEHRC	donor id	McGill0035
IHECRE00000798.1	Partial	CEEHRC	phenotype	Unknown
IHECRE00000798.1	Partial	CEEHRC	cell_type	
IHECRE00000798.1	Partial	CEEHRC	gender	
IHECRE00000799.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000799.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000799.1	Partial	CEEHRC	donor_id	McGill0277
IHECRE00000799.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000799.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000799.1	Partial	CEEHRC	disease	Healthy
IHECRE00000799.1	Partial	CEEHRC	donor id	McGill0277
IHECRE00000799.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000799.1	Partial	CEEHRC	cell_type	CD4-positive, alpha-beta T cell
IHECRE00000799.1	Partial	CEEHRC	gender	male
IHECRE00000800.3	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000800.3	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000800.3	Partial	CEEHRC	donor_id	McGill0030
IHECRE00000800.3	Partial	CEEHRC	taxon_id	9606
IHECRE00000800.3	Partial	CEEHRC	species	Homo sapiens
IHECRE00000800.3	Partial	CEEHRC	disease	Healthy
IHECRE00000800.3	Partial	CEEHRC	donor id	McGill0030
IHECRE00000800.3	Partial	CEEHRC	phenotype	Healthy
IHECRE00000800.3	Partial	CEEHRC	cell_type	CD4-positive helper T cell
IHECRE00000800.3	Partial	CEEHRC	gender	female
IHECRE00000801.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000801.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000801.1	Partial	CEEHRC	donor_id	McGill0272
IHECRE00000801.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000801.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000801.1	Partial	CEEHRC	disease	Healthy
IHECRE00000801.1	Partial	CEEHRC	donor id	McGill0272
IHECRE00000801.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000801.1	Partial	CEEHRC	cell_type	CD4-positive, alpha-beta T cell
IHECRE00000801.1	Partial	CEEHRC	gender	male
IHECRE00000802.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000802.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000802.1	Partial	CEEHRC	donor_id	McGill0337
IHECRE00000802.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000802.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000802.1	Partial	CEEHRC	disease	Rheumatoid Arthritis
IHECRE00000802.1	Partial	CEEHRC	donor id	McGill0337
IHECRE00000802.1	Partial	CEEHRC	phenotype	Rheumatoid Arthritis
IHECRE00000802.1	Partial	CEEHRC	cell_type	CD4-positive helper T cell
IHECRE00000802.1	Partial	CEEHRC	gender	
IHECRE00000803.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000803.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000803.1	Partial	CEEHRC	donor_id	McGill0057
IHECRE00000803.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000803.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000803.1	Partial	CEEHRC	disease	Healthy
IHECRE00000803.1	Partial	CEEHRC	donor id	McGill0057
IHECRE00000803.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000803.1	Partial	CEEHRC	cell_type	T cell
IHECRE00000803.1	Partial	CEEHRC	gender	female
IHECRE00000804.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000804.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000804.1	Partial	CEEHRC	donor_id	McGill0299
IHECRE00000804.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000804.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000804.1	Partial	CEEHRC	disease	Healthy
IHECRE00000804.1	Partial	CEEHRC	donor id	McGill0299
IHECRE00000804.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000804.1	Partial	CEEHRC	cell_type	CD4-positive, alpha-beta T cell
IHECRE00000804.1	Partial	CEEHRC	gender	male
IHECRE00000805.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000805.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000805.1	Partial	CEEHRC	donor_id	McGill0294
IHECRE00000805.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000805.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000805.1	Partial	CEEHRC	disease	Healthy
IHECRE00000805.1	Partial	CEEHRC	donor id	McGill0294
IHECRE00000805.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000805.1	Partial	CEEHRC	cell_type	CD4-positive, alpha-beta T cell
IHECRE00000805.1	Partial	CEEHRC	gender	male
IHECRE00000806.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000806.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000806.1	Partial	CEEHRC	donor_id	McGill0165
IHECRE00000806.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000806.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000806.1	Partial	CEEHRC	disease	Scleroderma
IHECRE00000806.1	Partial	CEEHRC	donor id	McGill0165
IHECRE00000806.1	Partial	CEEHRC	phenotype	Scleroderma
IHECRE00000806.1	Partial	CEEHRC	cell_type	Monocyte
IHECRE00000806.1	Partial	CEEHRC	gender	
IHECRE00000807.3	Partial	CEEHRC	biomaterial_type	cell line
IHECRE00000807.3	Partial	CEEHRC	tissue_type	
IHECRE00000807.3	Partial	CEEHRC	donor_id	McGill0331
IHECRE00000807.3	Partial	CEEHRC	taxon_id	9606
IHECRE00000807.3	Partial	CEEHRC	species	Homo sapiens
IHECRE00000807.3	Partial	CEEHRC	disease	Healthy
IHECRE00000807.3	Partial	CEEHRC	donor id	McGill0331
IHECRE00000807.3	Partial	CEEHRC	phenotype	Healthy
IHECRE00000807.3	Partial	CEEHRC	cell_type	induced pluripotent stem cell
IHECRE00000807.3	Partial	CEEHRC	gender	
IHECRE00000809.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000809.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000809.1	Partial	CEEHRC	donor_id	McGill0154
IHECRE00000809.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000809.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000809.1	Partial	CEEHRC	disease	Scleroderma
IHECRE00000809.1	Partial	CEEHRC	donor id	McGill0154
IHECRE00000809.1	Partial	CEEHRC	phenotype	Scleroderma
IHECRE00000809.1	Partial	CEEHRC	cell_type	B cell
IHECRE00000809.1	Partial	CEEHRC	gender	
IHECRE00000811.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000811.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000811.1	Partial	CEEHRC	donor_id	McGill0026
IHECRE00000811.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000811.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000811.1	Partial	CEEHRC	disease	Healthy
IHECRE00000811.1	Partial	CEEHRC	donor id	McGill0026
IHECRE00000811.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000811.1	Partial	CEEHRC	cell_type	Monocyte
IHECRE00000811.1	Partial	CEEHRC	gender	female
IHECRE00000812.1	Partial	CEEHRC	biomaterial_type	cell line
IHECRE00000812.1	Partial	CEEHRC	tissue_type	
IHECRE00000812.1	Partial	CEEHRC	donor_id	McGill0336
IHECRE00000812.1	Partial	CEEHRC	taxon_id	9544
IHECRE00000812.1	Partial	CEEHRC	species	Macaca mulatta
IHECRE00000812.1	Partial	CEEHRC	disease	Healthy
IHECRE00000812.1	Partial	CEEHRC	donor id	McGill0336
IHECRE00000812.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000812.1	Partial	CEEHRC	cell_type	induced pluripotent stem cell
IHECRE00000812.1	Partial	CEEHRC	gender	
IHECRE00000813.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000813.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000813.1	Partial	CEEHRC	donor_id	McGill0100
IHECRE00000813.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000813.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000813.1	Partial	CEEHRC	disease	Healthy
IHECRE00000813.1	Partial	CEEHRC	donor id	McGill0100
IHECRE00000813.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000813.1	Partial	CEEHRC	cell_type	Monocyte
IHECRE00000813.1	Partial	CEEHRC	gender	female
IHECRE00000814.3	Partial	CEEHRC	biomaterial_type	primary tissue
IHECRE00000814.3	Partial	CEEHRC	tissue_type	skeletal muscle tissue
IHECRE00000814.3	Partial	CEEHRC	donor_id	McGill0048
IHECRE00000814.3	Partial	CEEHRC	taxon_id	9606
IHECRE00000814.3	Partial	CEEHRC	species	Homo sapiens
IHECRE00000814.3	Partial	CEEHRC	disease	Unknown
IHECRE00000814.3	Partial	CEEHRC	donor id	McGill0048
IHECRE00000814.3	Partial	CEEHRC	phenotype	Unknown
IHECRE00000814.3	Partial	CEEHRC	cell_type	
IHECRE00000814.3	Partial	CEEHRC	gender	
IHECRE00000815.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000815.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000815.1	Partial	CEEHRC	donor_id	McGill0208
IHECRE00000815.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000815.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000815.1	Partial	CEEHRC	disease	Systemic Lupus Erythematosus
IHECRE00000815.1	Partial	CEEHRC	donor id	McGill0208
IHECRE00000815.1	Partial	CEEHRC	phenotype	Systemic Lupus Erythematosus
IHECRE00000815.1	Partial	CEEHRC	cell_type	B cell
IHECRE00000815.1	Partial	CEEHRC	gender	
IHECRE00000816.1	Partial	CEEHRC	biomaterial_type	primary tissue
IHECRE00000816.1	Partial	CEEHRC	tissue_type	skeletal muscle tissue
IHECRE00000816.1	Partial	CEEHRC	donor_id	McGill0045
IHECRE00000816.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000816.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000816.1	Partial	CEEHRC	disease	Unknown
IHECRE00000816.1	Partial	CEEHRC	donor id	McGill0045
IHECRE00000816.1	Partial	CEEHRC	phenotype	Unknown
IHECRE00000816.1	Partial	CEEHRC	cell_type	
IHECRE00000816.1	Partial	CEEHRC	gender	
IHECRE00000817.3	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000817.3	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000817.3	Partial	CEEHRC	donor_id	McGill0010
IHECRE00000817.3	Partial	CEEHRC	taxon_id	9606
IHECRE00000817.3	Partial	CEEHRC	species	Homo sapiens
IHECRE00000817.3	Partial	CEEHRC	disease	Healthy
IHECRE00000817.3	Partial	CEEHRC	donor id	McGill0010
IHECRE00000817.3	Partial	CEEHRC	phenotype	Healthy
IHECRE00000817.3	Partial	CEEHRC	cell_type	Monocyte
IHECRE00000817.3	Partial	CEEHRC	gender	female
IHECRE00000818.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000818.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000818.1	Partial	CEEHRC	donor_id	McGill0208
IHECRE00000818.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000818.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000818.1	Partial	CEEHRC	disease	Systemic Lupus Erythematosus
IHECRE00000818.1	Partial	CEEHRC	donor id	McGill0208
IHECRE00000818.1	Partial	CEEHRC	phenotype	Systemic Lupus Erythematosus
IHECRE00000818.1	Partial	CEEHRC	cell_type	CD4-positive helper T cell
IHECRE00000818.1	Partial	CEEHRC	gender	
IHECRE00000819.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000819.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000819.1	Partial	CEEHRC	donor_id	McGill0124
IHECRE00000819.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000819.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000819.1	Partial	CEEHRC	disease	Healthy
IHECRE00000819.1	Partial	CEEHRC	donor id	McGill0124
IHECRE00000819.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000819.1	Partial	CEEHRC	cell_type	B cell
IHECRE00000819.1	Partial	CEEHRC	gender	female
IHECRE00000820.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000820.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000820.1	Partial	CEEHRC	donor_id	McGill0002
IHECRE00000820.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000820.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000820.1	Partial	CEEHRC	disease	Healthy
IHECRE00000820.1	Partial	CEEHRC	donor id	McGill0002
IHECRE00000820.1	Partial	CEEHRC	phenotype	Healthy
IHECRE00000820.1	Partial	CEEHRC	cell_type	B cell
IHECRE00000820.1	Partial	CEEHRC	gender	female
IHECRE00000821.3	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000821.3	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000821.3	Partial	CEEHRC	donor_id	McGill0026
IHECRE00000821.3	Partial	CEEHRC	taxon_id	9606
IHECRE00000821.3	Partial	CEEHRC	species	Homo sapiens
IHECRE00000821.3	Partial	CEEHRC	disease	Healthy
IHECRE00000821.3	Partial	CEEHRC	donor id	McGill0026
IHECRE00000821.3	Partial	CEEHRC	phenotype	Healthy
IHECRE00000821.3	Partial	CEEHRC	cell_type	CD4-positive helper T cell
IHECRE00000821.3	Partial	CEEHRC	gender	female
IHECRE00000822.1	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000822.1	Partial	CEEHRC	tissue_type	venous blood
IHECRE00000822.1	Partial	CEEHRC	donor_id	McGill0203
IHECRE00000822.1	Partial	CEEHRC	taxon_id	9606
IHECRE00000822.1	Partial	CEEHRC	species	Homo sapiens
IHECRE00000822.1	Partial	CEEHRC	disease	Systemic Lupus Erythematosus
IHECRE00000822.1	Partial	CEEHRC	donor id	McGill0203
IHECRE00000822.1	Partial	CEEHRC	phenotype	Systemic Lupus Erythematosus
IHECRE00000822.1	Partial	CEEHRC	cell_type	B cell
IHECRE00000822.1	Partial	CEEHRC	gender	
IHECRE00000823.3	Partial	CEEHRC	biomaterial_type	primary cells
IHECRE00000823.3	Partial	CEEHRC	tissue_type	venous blood
